"Rank","Player.Name","Tier","Position","Best.Rank","Worst.Rank","Avg.Rank","Std.Dev"
151,"Jauan Jennings","21","WR",101,288,159.68,27.96
152,"Daniel Jones","21","QB",112,254,162.72,30.47
153,"Cam Ward","21","QB",128,256,163.27,26.63
154,"Chig Okonkwo","22","TE",110,260,164.12,32.21
155,"Jonah Coleman","21","RB",117,350,159.52,34.75
156,"Deebo Samuel Sr.","20","WR",74,244,151.74,39.92
157,"Houston Texans","20","DST",149,170,152.05,4.79
158,"Jerry Jeudy","22","WR",131,264,168.18,21.75
159,"Adonai Mitchell","22","WR",125,297,170.76,29.94
160,"Jalen McMillan","22","WR",106,289,168.3,29.02
161,"Braelon Allen","22","RB",121,274,165.67,28.98
162,"Stefon Diggs","20","WR",81,315,147.26,47.85
163,"Denzel Boston","23","WR",114,318,172.25,37.18
164,"Omar Cooper Jr.","23","WR",135,311,177.22,33.65
165,"Tre Tucker","23","WR",114,292,178.35,30.95
166,"Travis Hunter","23","WR",98,292,176.54,33.06
167,"Bryce Young","23","QB",133,284,178.95,28.06
168,"Denver Broncos","21","DST",150,182,162.21,5.19
169,"Seattle Seahawks","22","DST",159,171,166.14,3.15
170,"Los Angeles Rams","22","DST",150,190,167.81,6.81
171,"Kayshon Boutte","24","WR",116,264,184.12,25.22
172,"Tre' Harris","25","WR",142,298,190.75,29.03
173,"Philadelphia Eagles","23","DST",165,234,173.69,8.45
174,"Kimani Vidal","24","RB",140,293,185.91,33.45
175,"De'Zhaun Stribling","25","WR",115,345,193.73,50.12
176,"Emanuel Wilson","24","RB",127,289,184.67,34.48
177,"AJ Barner","25","TE",137,256,194.49,22.01
178,"Ryan Flournoy","25","WR",153,325,195.25,28.01
179,"Emmett Johnson","24","RB",145,368,187.51,37.93
180,"Calvin Ridley","25","WR",129,315,197.33,31.77
181,"Ray Davis","25","RB",148,310,195.97,34.05
182,"Sean Tucker","25","RB",140,362,194.99,39.19
183,"Jalen Nailor","25","WR",114,301,195.07,43.25
184,"Brandon Aubrey","24","K",179,197,185.99,1.66
185,"Minnesota Vikings","24","DST",170,234,184.31,7.87
186,"Kenyon Sadiq","26","TE",119,324,201.35,35.57
187,"Dalton Schultz","26","TE",130,245,204.22,25.94
188,"Jacksonville Jaguars","24","DST",175,211,186.46,5.73
189,"New England Patriots","24","DST",170,219,184.19,5.95
190,"James Conner","25","RB",99,309,192.19,42.2
191,"Pittsburgh Steelers","24","DST",171,273,187.52,10.53
192,"Mike Washington Jr.","25","RB",143,364,192.72,38.43
193,"Terrance Ferguson","26","TE",137,347,202.84,38.93
194,"Los Angeles Chargers","25","DST",171,278,191.51,13.26
195,"Ka'imi Fairbairn","25","K",183,206,191.56,2.63
196,"Jacoby Brissett","26","QB",123,307,210.6,41.86
197,"Cameron Dicker","25","K",186,199,193.08,2.57
198,"Rashod Bateman","26","WR",149,297,209.63,27.75
199,"Nicholas Singleton","26","RB",131,336,203.22,41.31
200,"Isaac TeSlaa","25","WR",153,273,199.9,24.38
